"V1","V2","V3","V4","V5","V6","V7"
0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
0.959299840763145,0.00678335987280909,0.00678335987280909,0.00678335987280909,0.00678335987280909,0.00678335987280909,0.00678335987280909
0.970801753393608,0.00486637443439866,0.00486637443439866,0.00486637443439866,0.00486637443439866,0.00486637443439866,0.00486637443439866
0.975971708249838,0.00400471529169361,0.00400471529169361,0.00400471529169361,0.00400471529169361,0.00400471529169361,0.00400471529169361
0.979071342597287,0.00348810956711888,0.00348810956711888,0.00348810956711888,0.00348810956711888,0.00348810956711888,0.00348810956711888
0.981192006523702,0.00313466557938306,0.00313466557938306,0.00313466557938306,0.00313466557938306,0.00313466557938306,0.00313466557938306
0.982758819389132,0.00287353010181139,0.00287353010181139,0.00287353010181139,0.00287353010181139,0.00287353010181139,0.00287353010181139
0.983976425993231,0.0026705956677948,0.0026705956677948,0.0026705956677948,0.0026705956677948,0.0026705956677948,0.0026705956677948
0.984957154563733,0.00250714090604444,0.00250714090604444,0.00250714090604444,0.00250714090604444,0.00250714090604444,0.00250714090604444
0.985768482715885,0.00237191954735256,0.00237191954735256,0.00237191954735256,0.00237191954735256,0.00237191954735256,0.00237191954735256
0.98645371705313,0.00225771382447832,0.00225771382447832,0.00225771382447832,0.00225771382447832,0.00225771382447832,0.00225771382447832
0.987042096561141,0.0021596505731432,0.0021596505731432,0.0021596505731432,0.0021596505731432,0.0021596505731432,0.0021596505731432
0.987554170921705,0.00207430484638242,0.00207430484638242,0.00207430484638242,0.00207430484638242,0.00207430484638242,0.00207430484638242
0.988004861566335,0.0019991897389442,0.0019991897389442,0.0019991897389442,0.0019991897389442,0.0019991897389442,0.0019991897389442
0.988405300043392,0.00193244999276806,0.00193244999276806,0.00193244999276806,0.00193244999276806,0.00193244999276806,0.00193244999276806
0.988763981956787,0.00187266967386889,0.00187266967386889,0.00187266967386889,0.00187266967386889,0.00187266967386889,0.00187266967386889
0.989087518601159,0.00181874689980681,0.00181874689980681,0.00181874689980681,0.00181874689980681,0.00181874689980681,0.00181874689980681
0.989381142206502,0.00176980963224959,0.00176980963224959,0.00176980963224959,0.00176980963224959,0.00176980963224959,0.00176980963224959
0.989649054894268,0.00172515751762191,0.00172515751762191,0.00172515751762191,0.00172515751762191,0.00172515751762191,0.00172515751762191
0.989894675446864,0.00168422075885596,0.00168422075885596,0.00168422075885596,0.00168422075885596,0.00168422075885596,0.00168422075885596
0.990120817472092,0.00164653042131795,0.00164653042131795,0.00164653042131795,0.00164653042131795,0.00164653042131795,0.00164653042131795
0.990329820421364,0.00161169659643929,0.00161169659643929,0.00161169659643929,0.00161169659643929,0.00161169659643929,0.00161169659643929
0.990523647530421,0.00157939207826314,0.00157939207826314,0.00157939207826314,0.00157939207826314,0.00157939207826314,0.00157939207826314
0.990703960119308,0.00154933998011525,0.00154933998011525,0.00154933998011525,0.00154933998011525,0.00154933998011525,0.00154933998011525
0.990872174712243,0.00152130421462611,0.00152130421462611,0.00152130421462611,0.00152130421462611,0.00152130421462611,0.00152130421462611
0.991029507482825,0.00149508208619587,0.00149508208619587,0.00149508208619587,0.00149508208619587,0.00149508208619587,0.00149508208619587
0.99117700921949,0.0014704984634183,0.0014704984634183,0.0014704984634183,0.0014704984634183,0.0014704984634183,0.0014704984634183
0.991315593111523,0.00144740114807952,0.00144740114807952,0.00144740114807952,0.00144740114807952,0.00144740114807952,0.00144740114807952
0.991446057035011,0.00142565716083156,0.00142565716083156,0.00142565716083156,0.00142565716083156,0.00142565716083156,0.00142565716083156
0.991569101580609,0.00140514973656514,0.00140514973656514,0.00140514973656514,0.00140514973656514,0.00140514973656514,0.00140514973656514
0.99168534475228,0.00138577587461993,0.00138577587461993,0.00138577587461993,0.00138577587461993,0.00138577587461993,0.00138577587461993
0.99179533403983,0.00136744432669493,0.00136744432669493,0.00136744432669493,0.00136744432669493,0.00136744432669493,0.00136744432669493
0.991899556402244,0.00135007393295924,0.00135007393295924,0.00135007393295924,0.00135007393295924,0.00135007393295924,0.00135007393295924
0.99199844657599,0.001333592237335,0.001333592237335,0.001333592237335,0.001333592237335,0.001333592237335,0.001333592237335
0.99209239403052,0.0013179343282466,0.0013179343282466,0.0013179343282466,0.0013179343282466,0.0013179343282466,0.0013179343282466
0.992181748823748,0.00130304186270868,0.00130304186270868,0.00130304186270868,0.00130304186270868,0.00130304186270868,0.00130304186270868
0.99226682655728,0.00128886224045332,0.00128886224045332,0.00128886224045332,0.00128886224045332,0.00128886224045332,0.00128886224045332
0.992347912590483,0.00127534790158607,0.00127534790158607,0.00127534790158607,0.00127534790158607,0.00127534790158607,0.00127534790158607
0.99242526564087,0.00126245572652165,0.00126245572652165,0.00126245572652165,0.00126245572652165,0.00126245572652165,0.00126245572652165
0.992499120873646,0.00125014652105894,0.00125014652105894,0.00125014652105894,0.00125014652105894,0.00125014652105894,0.00125014652105894
0.992569692563884,0.00123838457268603,0.00123838457268603,0.00123838457268603,0.00123838457268603,0.00123838457268603,0.00123838457268603
